,Name,Location,Area,JobId,JobType,Link,Department,PrivateAdvertiser,Featured,Datetime,Class,Subclass,Remark
1969,On-Site Manager,Wellington,Wellington Central,50481773,standard,https://www.seek.co.nz/job/50481773?type=standard#searchRequestToken=011ffc64-f555-47b1-a459-cc5c219df2b4,Stonewood Group Ltd,0,0,2022-11-26 16:59,administration & office support,receptionists,
1970,Business Professional - Temporary Opportunities,Canterbury,Christchurch,50482020,standout,https://www.seek.co.nz/job/50482020?type=standout#searchRequestToken=011ffc64-f555-47b1-a459-cc5c219df2b4,Enterprise Recruitment,0,0,2022-11-26 16:59,administration & office support,office management,
1971,Seeking Executive Support Candidates,Wellington,,50504568,standout,https://www.seek.co.nz/job/50504568?type=standout#searchRequestToken=011ffc64-f555-47b1-a459-cc5c219df2b4,GBL Personnel,0,0,2022-11-29 16:59,administration & office support,administrative assistants,
1972,Pa / Team Administrators,Wellington,,50494221,standard,https://www.seek.co.nz/job/50494221?type=standard#searchRequestToken=011ffc64-f555-47b1-a459-cc5c219df2b4,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
1973,Temporary Service Coordinator,Auckland,Auckland Central,50518469,standout,https://www.seek.co.nz/job/50518469?type=standout#searchRequestToken=011ffc64-f555-47b1-a459-cc5c219df2b4,Graham Consulting,0,0,2022-12-03 16:59,administration & office support,administrative assistants,
1974,Senior Executive Assistant,Wellington,,50494425,standard,https://www.seek.co.nz/job/50494425?type=standard#searchRequestToken=eefd8837-d79c-4a69-98b4-db0c4d3bdd5e,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
1975,Executive Assistant,"WellingtonWellington,Attractive remuneration",,50494228,standout,https://www.seek.co.nz/job/50494228?type=standout#searchRequestToken=eefd8837-d79c-4a69-98b4-db0c4d3bdd5e,Robert Walters,0,0,2022-11-28 16:59,nan,nan,attractive remuneration
1976,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50556279,standout,https://www.seek.co.nz/job/50556279?type=standout#searchRequestToken=eefd8837-d79c-4a69-98b4-db0c4d3bdd5e,Asset Recruitment Ltd,0,0,2022-12-10 16:59,nan,nan,competitive hourly rates $$
1977,Document Controller - Waikeria,Waikato,Rest of Waikato,50486421,standard,https://www.seek.co.nz/job/50486421?type=standard#searchRequestToken=eefd8837-d79c-4a69-98b4-db0c4d3bdd5e,Stellar Recruitment,0,0,2022-11-27 16:59,administration & office support,records management & document control,
1978,Key Account Manager,Auckland,Auckland Central,50490062,standout,https://www.seek.co.nz/job/50490062?type=standout#searchRequestToken=eefd8837-d79c-4a69-98b4-db0c4d3bdd5e,Hays Talent Solutions,0,0,2022-11-27 16:59,administration & office support,client & sales administration,
1979,Executive Assistant,Wellington,"Wellington CentralWellington Central,Competitive hourly rate",50488000,standout,https://www.seek.co.nz/job/50488000?type=standout#searchRequestToken=eefd8837-d79c-4a69-98b4-db0c4d3bdd5e,one eighty recruitment,0,0,2022-11-27 16:59,nan,nan,competitive hourly rate
1980,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50524865,standout,https://www.seek.co.nz/job/50524865?type=standout#searchRequestToken=eefd8837-d79c-4a69-98b4-db0c4d3bdd5e,Asset Recruitment Ltd,0,0,2022-12-04 16:59,nan,nan,competitive hourly rates $$
1981,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50477118,standout,https://www.seek.co.nz/job/50477118?type=standout#searchRequestToken=eefd8837-d79c-4a69-98b4-db0c4d3bdd5e,Asset Recruitment Ltd,0,0,2022-11-26 16:59,nan,nan,competitive hourly rates $$
1982,Executive Assistant,Wellington,,50496571,standout,https://www.seek.co.nz/job/50496571?type=standout#searchRequestToken=eefd8837-d79c-4a69-98b4-db0c4d3bdd5e,Alpha Recruitment - NZ,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
1983,Register Your Cv With Personnel Resources / Temp Resources,Bay of Plenty,Rotorua,50512721,standard,https://www.seek.co.nz/job/50512721?type=standard#searchRequestToken=083582ea-a607-4a45-b768-c1b0705759f6,Personnel Resources/Temp Resources,0,0,2022-11-30 16:59,administration & office support,administrative assistants,
1984,Contracts Administrator,Northland,Rest of Northland,50490283,standard,https://www.seek.co.nz/job/50490283?type=standard#searchRequestToken=083582ea-a607-4a45-b768-c1b0705759f6,X4 Construction,0,0,2022-11-27 16:59,administration & office support,contracts administration,
1985,Customer Service & Sales Support,Manawatu,Rest of Manawatu,50501057,standout,https://www.seek.co.nz/job/50501057?type=standout#searchRequestToken=083582ea-a607-4a45-b768-c1b0705759f6,JOYN,0,0,2022-11-29 16:59,administration & office support,client & sales administration,
1986,Experienced Executive & Personal Assistants,Wellington,Wellington Central,50625980,standout,https://www.seek.co.nz/job/50625980?type=standout#searchRequestToken=083582ea-a607-4a45-b768-c1b0705759f6,GBL Personnel,0,0,2022-12-20 16:59,administration & office support,"pa, ea & secretarial",
1987,"Resource Coordinator - Construction (Plant, Material, Supplies)",Auckland,Auckland Central,50487373,standout,https://www.seek.co.nz/job/50487373?type=standout#searchRequestToken=083582ea-a607-4a45-b768-c1b0705759f6,Piritahi,0,0,2022-11-27 16:59,administration & office support,administrative assistants,
1988,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50597464,standout,https://www.seek.co.nz/job/50597464?type=standout#searchRequestToken=083582ea-a607-4a45-b768-c1b0705759f6,Asset Recruitment Ltd,0,0,2022-12-17 16:59,nan,nan,competitive hourly rates $$
1989,Team Administrator,Auckland,Auckland Central,50475507,standout,https://www.seek.co.nz/job/50475507?type=standout#searchRequestToken=083582ea-a607-4a45-b768-c1b0705759f6,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-24 16:59,administration & office support,administrative assistants,
1990,Executive Assistant,Wellington,,50508497,standard,https://www.seek.co.nz/job/50508497?type=standard#searchRequestToken=083582ea-a607-4a45-b768-c1b0705759f6,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-30 16:59,administration & office support,"pa, ea & secretarial",
1991,Sales Administrator And Support,Auckland,Auckland Central,50482675,standout,https://www.seek.co.nz/job/50482675?type=standout#searchRequestToken=083582ea-a607-4a45-b768-c1b0705759f6,Uniform Group (Auckland) Ltd,0,0,2022-11-26 16:59,administration & office support,client & sales administration,
1992,Customer Service And Sales Support,Auckland,Auckland Central,50490247,standout,https://www.seek.co.nz/job/50490247?type=standout#searchRequestToken=083582ea-a607-4a45-b768-c1b0705759f6,Wellfit-Wstar,0,0,2022-11-27 16:59,administration & office support,client & sales administration,
1993,Experienced Administrator,Canterbury,Christchurch,50490876,standard,https://www.seek.co.nz/job/50490876?type=standard#searchRequestToken=083582ea-a607-4a45-b768-c1b0705759f6,Adecco Office,0,0,2022-11-27 16:59,administration & office support,administrative assistants,
1994,Category Manager,Auckland,Auckland Central,50524687,standout,https://www.seek.co.nz/job/50524687?type=standout#searchRequestToken=083582ea-a607-4a45-b768-c1b0705759f6,Bidfood,0,0,2022-12-04 16:59,administration & office support,other,
1995,Administrator - Temps,Auckland,"Auckland CentralAuckland Central,Competitive hourly rate depending on experience",50478359,standout,https://www.seek.co.nz/job/50478359?type=standout#searchRequestToken=083582ea-a607-4a45-b768-c1b0705759f6,Recruitment Studio,0,0,2022-11-26 16:59,nan,nan,competitive hourly rate depending on experience
1996,Temp Receptionists/Administrators - Ad Agencies/Music Companies,Auckland,Auckland Central,50488787,standard,https://www.seek.co.nz/job/50488787?type=standard#searchRequestToken=083582ea-a607-4a45-b768-c1b0705759f6,Metro Recruitment Ltd,0,0,2022-11-27 16:59,administration & office support,receptionists,
1997,Graduates With Office Administration Experience!,Wellington,,50481639,standout,https://www.seek.co.nz/job/50481639?type=standout#searchRequestToken=083582ea-a607-4a45-b768-c1b0705759f6,GBL Personnel,0,0,2022-11-26 16:59,administration & office support,administrative assistants,
1998,On-Site Manager,Wellington,Wellington Central,50481773,standard,https://www.seek.co.nz/job/50481773?type=standard#searchRequestToken=083582ea-a607-4a45-b768-c1b0705759f6,Stonewood Group Ltd,0,0,2022-11-26 16:59,administration & office support,receptionists,
1999,Business Professional - Temporary Opportunities,Canterbury,Christchurch,50482020,standout,https://www.seek.co.nz/job/50482020?type=standout#searchRequestToken=083582ea-a607-4a45-b768-c1b0705759f6,Enterprise Recruitment,0,0,2022-11-26 16:59,administration & office support,office management,
2000,Seeking Executive Support Candidates,Wellington,,50504568,standout,https://www.seek.co.nz/job/50504568?type=standout#searchRequestToken=083582ea-a607-4a45-b768-c1b0705759f6,GBL Personnel,0,0,2022-11-29 16:59,administration & office support,administrative assistants,
2001,Pa / Team Administrators,Wellington,,50494221,standard,https://www.seek.co.nz/job/50494221?type=standard#searchRequestToken=083582ea-a607-4a45-b768-c1b0705759f6,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
2002,Temporary Service Coordinator,Auckland,Auckland Central,50518469,standout,https://www.seek.co.nz/job/50518469?type=standout#searchRequestToken=083582ea-a607-4a45-b768-c1b0705759f6,Graham Consulting,0,0,2022-12-03 16:59,administration & office support,administrative assistants,
2003,Senior Executive Assistant,Wellington,,50494425,standard,https://www.seek.co.nz/job/50494425?type=standard#searchRequestToken=117ac569-b1df-486e-9eb5-05cb3113a0fa,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
2004,Executive Assistant,"WellingtonWellington,Attractive remuneration",,50494228,standout,https://www.seek.co.nz/job/50494228?type=standout#searchRequestToken=117ac569-b1df-486e-9eb5-05cb3113a0fa,Robert Walters,0,0,2022-11-28 16:59,nan,nan,attractive remuneration
2005,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50556279,standout,https://www.seek.co.nz/job/50556279?type=standout#searchRequestToken=117ac569-b1df-486e-9eb5-05cb3113a0fa,Asset Recruitment Ltd,0,0,2022-12-10 16:59,nan,nan,competitive hourly rates $$
2006,Document Controller - Waikeria,Waikato,Rest of Waikato,50486421,standard,https://www.seek.co.nz/job/50486421?type=standard#searchRequestToken=117ac569-b1df-486e-9eb5-05cb3113a0fa,Stellar Recruitment,0,0,2022-11-27 16:59,administration & office support,records management & document control,
2007,Key Account Manager,Auckland,Auckland Central,50490062,standout,https://www.seek.co.nz/job/50490062?type=standout#searchRequestToken=117ac569-b1df-486e-9eb5-05cb3113a0fa,Hays Talent Solutions,0,0,2022-11-27 16:59,administration & office support,client & sales administration,
2008,Executive Assistant,Wellington,"Wellington CentralWellington Central,Competitive hourly rate",50488000,standout,https://www.seek.co.nz/job/50488000?type=standout#searchRequestToken=117ac569-b1df-486e-9eb5-05cb3113a0fa,one eighty recruitment,0,0,2022-11-27 16:59,nan,nan,competitive hourly rate
2009,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50524865,standout,https://www.seek.co.nz/job/50524865?type=standout#searchRequestToken=117ac569-b1df-486e-9eb5-05cb3113a0fa,Asset Recruitment Ltd,0,0,2022-12-04 16:59,nan,nan,competitive hourly rates $$
2010,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50477118,standout,https://www.seek.co.nz/job/50477118?type=standout#searchRequestToken=117ac569-b1df-486e-9eb5-05cb3113a0fa,Asset Recruitment Ltd,0,0,2022-11-26 16:59,nan,nan,competitive hourly rates $$
2011,Executive Assistant,Wellington,,50496571,standout,https://www.seek.co.nz/job/50496571?type=standout#searchRequestToken=117ac569-b1df-486e-9eb5-05cb3113a0fa,Alpha Recruitment - NZ,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
2012,Register Your Cv With Personnel Resources / Temp Resources,Bay of Plenty,Rotorua,50512721,standard,https://www.seek.co.nz/job/50512721?type=standard#searchRequestToken=7139e2ca-d553-4e5d-967d-bc224789b021,Personnel Resources/Temp Resources,0,0,2022-11-30 16:59,administration & office support,administrative assistants,
2013,Contracts Administrator,Northland,Rest of Northland,50490283,standard,https://www.seek.co.nz/job/50490283?type=standard#searchRequestToken=7139e2ca-d553-4e5d-967d-bc224789b021,X4 Construction,0,0,2022-11-27 16:59,administration & office support,contracts administration,
2014,Customer Service & Sales Support,Manawatu,Rest of Manawatu,50501057,standout,https://www.seek.co.nz/job/50501057?type=standout#searchRequestToken=7139e2ca-d553-4e5d-967d-bc224789b021,JOYN,0,0,2022-11-29 16:59,administration & office support,client & sales administration,
2015,Experienced Executive & Personal Assistants,Wellington,Wellington Central,50625980,standout,https://www.seek.co.nz/job/50625980?type=standout#searchRequestToken=7139e2ca-d553-4e5d-967d-bc224789b021,GBL Personnel,0,0,2022-12-20 16:59,administration & office support,"pa, ea & secretarial",
2016,"Resource Coordinator - Construction (Plant, Material, Supplies)",Auckland,Auckland Central,50487373,standout,https://www.seek.co.nz/job/50487373?type=standout#searchRequestToken=7139e2ca-d553-4e5d-967d-bc224789b021,Piritahi,0,0,2022-11-27 16:59,administration & office support,administrative assistants,
2017,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50597464,standout,https://www.seek.co.nz/job/50597464?type=standout#searchRequestToken=7139e2ca-d553-4e5d-967d-bc224789b021,Asset Recruitment Ltd,0,0,2022-12-17 16:59,nan,nan,competitive hourly rates $$
2018,Team Administrator,Auckland,Auckland Central,50475507,standout,https://www.seek.co.nz/job/50475507?type=standout#searchRequestToken=7139e2ca-d553-4e5d-967d-bc224789b021,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-24 16:59,administration & office support,administrative assistants,
2019,Executive Assistant,Wellington,,50508497,standard,https://www.seek.co.nz/job/50508497?type=standard#searchRequestToken=7139e2ca-d553-4e5d-967d-bc224789b021,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-30 16:59,administration & office support,"pa, ea & secretarial",
2020,Sales Administrator And Support,Auckland,Auckland Central,50482675,standout,https://www.seek.co.nz/job/50482675?type=standout#searchRequestToken=7139e2ca-d553-4e5d-967d-bc224789b021,Uniform Group (Auckland) Ltd,0,0,2022-11-26 16:59,administration & office support,client & sales administration,
2021,Customer Service And Sales Support,Auckland,Auckland Central,50490247,standout,https://www.seek.co.nz/job/50490247?type=standout#searchRequestToken=7139e2ca-d553-4e5d-967d-bc224789b021,Wellfit-Wstar,0,0,2022-11-27 16:59,administration & office support,client & sales administration,
2022,Experienced Administrator,Canterbury,Christchurch,50490876,standard,https://www.seek.co.nz/job/50490876?type=standard#searchRequestToken=7139e2ca-d553-4e5d-967d-bc224789b021,Adecco Office,0,0,2022-11-27 16:59,administration & office support,administrative assistants,
2023,Category Manager,Auckland,Auckland Central,50524687,standout,https://www.seek.co.nz/job/50524687?type=standout#searchRequestToken=7139e2ca-d553-4e5d-967d-bc224789b021,Bidfood,0,0,2022-12-04 16:59,administration & office support,other,
2024,Administrator - Temps,Auckland,"Auckland CentralAuckland Central,Competitive hourly rate depending on experience",50478359,standout,https://www.seek.co.nz/job/50478359?type=standout#searchRequestToken=7139e2ca-d553-4e5d-967d-bc224789b021,Recruitment Studio,0,0,2022-11-26 16:59,nan,nan,competitive hourly rate depending on experience
2025,Temp Receptionists/Administrators - Ad Agencies/Music Companies,Auckland,Auckland Central,50488787,standard,https://www.seek.co.nz/job/50488787?type=standard#searchRequestToken=7139e2ca-d553-4e5d-967d-bc224789b021,Metro Recruitment Ltd,0,0,2022-11-27 16:59,administration & office support,receptionists,
2026,Graduates With Office Administration Experience!,Wellington,,50481639,standout,https://www.seek.co.nz/job/50481639?type=standout#searchRequestToken=7139e2ca-d553-4e5d-967d-bc224789b021,GBL Personnel,0,0,2022-11-26 16:59,administration & office support,administrative assistants,
2027,On-Site Manager,Wellington,Wellington Central,50481773,standard,https://www.seek.co.nz/job/50481773?type=standard#searchRequestToken=7139e2ca-d553-4e5d-967d-bc224789b021,Stonewood Group Ltd,0,0,2022-11-26 16:59,administration & office support,receptionists,
2028,Business Professional - Temporary Opportunities,Canterbury,Christchurch,50482020,standout,https://www.seek.co.nz/job/50482020?type=standout#searchRequestToken=7139e2ca-d553-4e5d-967d-bc224789b021,Enterprise Recruitment,0,0,2022-11-26 16:59,administration & office support,office management,
2029,Seeking Executive Support Candidates,Wellington,,50504568,standout,https://www.seek.co.nz/job/50504568?type=standout#searchRequestToken=7139e2ca-d553-4e5d-967d-bc224789b021,GBL Personnel,0,0,2022-11-29 16:59,administration & office support,administrative assistants,
2030,Pa / Team Administrators,Wellington,,50494221,standard,https://www.seek.co.nz/job/50494221?type=standard#searchRequestToken=7139e2ca-d553-4e5d-967d-bc224789b021,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
2031,Temporary Service Coordinator,Auckland,Auckland Central,50518469,standout,https://www.seek.co.nz/job/50518469?type=standout#searchRequestToken=7139e2ca-d553-4e5d-967d-bc224789b021,Graham Consulting,0,0,2022-12-03 16:59,administration & office support,administrative assistants,
2032,Senior Executive Assistant,Wellington,,50494425,standard,https://www.seek.co.nz/job/50494425?type=standard#searchRequestToken=131ad5c0-a68f-40e5-96af-7558f7b12181,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
2033,Executive Assistant,"WellingtonWellington,Attractive remuneration",,50494228,standout,https://www.seek.co.nz/job/50494228?type=standout#searchRequestToken=131ad5c0-a68f-40e5-96af-7558f7b12181,Robert Walters,0,0,2022-11-28 16:59,nan,nan,attractive remuneration
2034,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50556279,standout,https://www.seek.co.nz/job/50556279?type=standout#searchRequestToken=131ad5c0-a68f-40e5-96af-7558f7b12181,Asset Recruitment Ltd,0,0,2022-12-10 16:59,nan,nan,competitive hourly rates $$
2035,Document Controller - Waikeria,Waikato,Rest of Waikato,50486421,standard,https://www.seek.co.nz/job/50486421?type=standard#searchRequestToken=131ad5c0-a68f-40e5-96af-7558f7b12181,Stellar Recruitment,0,0,2022-11-27 16:59,administration & office support,records management & document control,
2036,Key Account Manager,Auckland,Auckland Central,50490062,standout,https://www.seek.co.nz/job/50490062?type=standout#searchRequestToken=131ad5c0-a68f-40e5-96af-7558f7b12181,Hays Talent Solutions,0,0,2022-11-27 16:59,administration & office support,client & sales administration,
2037,Executive Assistant,Wellington,"Wellington CentralWellington Central,Competitive hourly rate",50488000,standout,https://www.seek.co.nz/job/50488000?type=standout#searchRequestToken=131ad5c0-a68f-40e5-96af-7558f7b12181,one eighty recruitment,0,0,2022-11-27 16:59,nan,nan,competitive hourly rate
2038,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50524865,standout,https://www.seek.co.nz/job/50524865?type=standout#searchRequestToken=131ad5c0-a68f-40e5-96af-7558f7b12181,Asset Recruitment Ltd,0,0,2022-12-04 16:59,nan,nan,competitive hourly rates $$
2039,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50477118,standout,https://www.seek.co.nz/job/50477118?type=standout#searchRequestToken=131ad5c0-a68f-40e5-96af-7558f7b12181,Asset Recruitment Ltd,0,0,2022-11-26 16:59,nan,nan,competitive hourly rates $$
2040,Executive Assistant,Wellington,,50496571,standout,https://www.seek.co.nz/job/50496571?type=standout#searchRequestToken=131ad5c0-a68f-40e5-96af-7558f7b12181,Alpha Recruitment - NZ,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
2041,Register Your Cv With Personnel Resources / Temp Resources,Bay of Plenty,Rotorua,50512721,standard,https://www.seek.co.nz/job/50512721?type=standard#searchRequestToken=67c3198c-fe74-4c1c-ad50-4b19fc701a44,Personnel Resources/Temp Resources,0,0,2022-11-30 16:59,administration & office support,administrative assistants,
2042,Contracts Administrator,Northland,Rest of Northland,50490283,standard,https://www.seek.co.nz/job/50490283?type=standard#searchRequestToken=67c3198c-fe74-4c1c-ad50-4b19fc701a44,X4 Construction,0,0,2022-11-27 16:59,administration & office support,contracts administration,
2043,Customer Service & Sales Support,Manawatu,Rest of Manawatu,50501057,standout,https://www.seek.co.nz/job/50501057?type=standout#searchRequestToken=67c3198c-fe74-4c1c-ad50-4b19fc701a44,JOYN,0,0,2022-11-29 16:59,administration & office support,client & sales administration,
2044,Experienced Executive & Personal Assistants,Wellington,Wellington Central,50625980,standout,https://www.seek.co.nz/job/50625980?type=standout#searchRequestToken=67c3198c-fe74-4c1c-ad50-4b19fc701a44,GBL Personnel,0,0,2022-12-20 16:59,administration & office support,"pa, ea & secretarial",
2045,"Resource Coordinator - Construction (Plant, Material, Supplies)",Auckland,Auckland Central,50487373,standout,https://www.seek.co.nz/job/50487373?type=standout#searchRequestToken=67c3198c-fe74-4c1c-ad50-4b19fc701a44,Piritahi,0,0,2022-11-27 16:59,administration & office support,administrative assistants,
2046,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50597464,standout,https://www.seek.co.nz/job/50597464?type=standout#searchRequestToken=67c3198c-fe74-4c1c-ad50-4b19fc701a44,Asset Recruitment Ltd,0,0,2022-12-17 16:59,nan,nan,competitive hourly rates $$
2047,Team Administrator,Auckland,Auckland Central,50475507,standout,https://www.seek.co.nz/job/50475507?type=standout#searchRequestToken=67c3198c-fe74-4c1c-ad50-4b19fc701a44,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-24 16:59,administration & office support,administrative assistants,
2048,Executive Assistant,Wellington,,50508497,standard,https://www.seek.co.nz/job/50508497?type=standard#searchRequestToken=67c3198c-fe74-4c1c-ad50-4b19fc701a44,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-30 16:59,administration & office support,"pa, ea & secretarial",
2049,Sales Administrator And Support,Auckland,Auckland Central,50482675,standout,https://www.seek.co.nz/job/50482675?type=standout#searchRequestToken=67c3198c-fe74-4c1c-ad50-4b19fc701a44,Uniform Group (Auckland) Ltd,0,0,2022-11-26 16:59,administration & office support,client & sales administration,
2050,Customer Service And Sales Support,Auckland,Auckland Central,50490247,standout,https://www.seek.co.nz/job/50490247?type=standout#searchRequestToken=67c3198c-fe74-4c1c-ad50-4b19fc701a44,Wellfit-Wstar,0,0,2022-11-27 16:59,administration & office support,client & sales administration,
2051,Experienced Administrator,Canterbury,Christchurch,50490876,standard,https://www.seek.co.nz/job/50490876?type=standard#searchRequestToken=67c3198c-fe74-4c1c-ad50-4b19fc701a44,Adecco Office,0,0,2022-11-27 16:59,administration & office support,administrative assistants,
2052,Category Manager,Auckland,Auckland Central,50524687,standout,https://www.seek.co.nz/job/50524687?type=standout#searchRequestToken=67c3198c-fe74-4c1c-ad50-4b19fc701a44,Bidfood,0,0,2022-12-04 16:59,administration & office support,other,
2053,Administrator - Temps,Auckland,"Auckland CentralAuckland Central,Competitive hourly rate depending on experience",50478359,standout,https://www.seek.co.nz/job/50478359?type=standout#searchRequestToken=67c3198c-fe74-4c1c-ad50-4b19fc701a44,Recruitment Studio,0,0,2022-11-26 16:59,nan,nan,competitive hourly rate depending on experience
2054,Temp Receptionists/Administrators - Ad Agencies/Music Companies,Auckland,Auckland Central,50488787,standard,https://www.seek.co.nz/job/50488787?type=standard#searchRequestToken=67c3198c-fe74-4c1c-ad50-4b19fc701a44,Metro Recruitment Ltd,0,0,2022-11-27 16:59,administration & office support,receptionists,
2055,Graduates With Office Administration Experience!,Wellington,,50481639,standout,https://www.seek.co.nz/job/50481639?type=standout#searchRequestToken=67c3198c-fe74-4c1c-ad50-4b19fc701a44,GBL Personnel,0,0,2022-11-26 16:59,administration & office support,administrative assistants,
2056,On-Site Manager,Wellington,Wellington Central,50481773,standard,https://www.seek.co.nz/job/50481773?type=standard#searchRequestToken=67c3198c-fe74-4c1c-ad50-4b19fc701a44,Stonewood Group Ltd,0,0,2022-11-26 16:59,administration & office support,receptionists,
2057,Business Professional - Temporary Opportunities,Canterbury,Christchurch,50482020,standout,https://www.seek.co.nz/job/50482020?type=standout#searchRequestToken=67c3198c-fe74-4c1c-ad50-4b19fc701a44,Enterprise Recruitment,0,0,2022-11-26 16:59,administration & office support,office management,
2058,Seeking Executive Support Candidates,Wellington,,50504568,standout,https://www.seek.co.nz/job/50504568?type=standout#searchRequestToken=67c3198c-fe74-4c1c-ad50-4b19fc701a44,GBL Personnel,0,0,2022-11-29 16:59,administration & office support,administrative assistants,
2059,Pa / Team Administrators,Wellington,,50494221,standard,https://www.seek.co.nz/job/50494221?type=standard#searchRequestToken=67c3198c-fe74-4c1c-ad50-4b19fc701a44,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
2060,Temporary Service Coordinator,Auckland,Auckland Central,50518469,standout,https://www.seek.co.nz/job/50518469?type=standout#searchRequestToken=67c3198c-fe74-4c1c-ad50-4b19fc701a44,Graham Consulting,0,0,2022-12-03 16:59,administration & office support,administrative assistants,
2061,Senior Executive Assistant,Wellington,,50494425,standard,https://www.seek.co.nz/job/50494425?type=standard#searchRequestToken=2338a8cd-6705-43a0-a8f5-b612649f79d2,Beyond Recruitment - Winner – Best Innovation –2018 Global Recruiter Awards,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
2062,Executive Assistant,"WellingtonWellington,Attractive remuneration",,50494228,standout,https://www.seek.co.nz/job/50494228?type=standout#searchRequestToken=2338a8cd-6705-43a0-a8f5-b612649f79d2,Robert Walters,0,0,2022-11-28 16:59,nan,nan,attractive remuneration
2063,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50556279,standout,https://www.seek.co.nz/job/50556279?type=standout#searchRequestToken=2338a8cd-6705-43a0-a8f5-b612649f79d2,Asset Recruitment Ltd,0,0,2022-12-10 16:59,nan,nan,competitive hourly rates $$
2064,Document Controller - Waikeria,Waikato,Rest of Waikato,50486421,standard,https://www.seek.co.nz/job/50486421?type=standard#searchRequestToken=2338a8cd-6705-43a0-a8f5-b612649f79d2,Stellar Recruitment,0,0,2022-11-27 16:59,administration & office support,records management & document control,
2065,Key Account Manager,Auckland,Auckland Central,50490062,standout,https://www.seek.co.nz/job/50490062?type=standout#searchRequestToken=2338a8cd-6705-43a0-a8f5-b612649f79d2,Hays Talent Solutions,0,0,2022-11-27 16:59,administration & office support,client & sales administration,
2066,Executive Assistant,Wellington,"Wellington CentralWellington Central,Competitive hourly rate",50488000,standout,https://www.seek.co.nz/job/50488000?type=standout#searchRequestToken=2338a8cd-6705-43a0-a8f5-b612649f79d2,one eighty recruitment,0,0,2022-11-27 16:59,nan,nan,competitive hourly rate
2067,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50524865,standout,https://www.seek.co.nz/job/50524865?type=standout#searchRequestToken=2338a8cd-6705-43a0-a8f5-b612649f79d2,Asset Recruitment Ltd,0,0,2022-12-04 16:59,nan,nan,competitive hourly rates $$
2068,Temporary Office Roles,Waikato,"HamiltonHamilton,Competitive hourly rates $$",50477118,standout,https://www.seek.co.nz/job/50477118?type=standout#searchRequestToken=2338a8cd-6705-43a0-a8f5-b612649f79d2,Asset Recruitment Ltd,0,0,2022-11-26 16:59,nan,nan,competitive hourly rates $$
2069,Executive Assistant,Wellington,,50496571,standout,https://www.seek.co.nz/job/50496571?type=standout#searchRequestToken=2338a8cd-6705-43a0-a8f5-b612649f79d2,Alpha Recruitment - NZ,0,0,2022-11-28 16:59,administration & office support,"pa, ea & secretarial",
